id,stack_trace,observed_behavior,expected_behavior,fix_suggestions,patches,build_related,steps_to_reproduce,action_items,summary_length,description_length,itemizations,ui_elements,code_sample,code_sample_class,code_sample_method,label,train_test,project,buglocator_baseline_k@10,buglocator_clean_k@10,bluir_baseline_k@10,bluir_clean_k@10,vsm_baseline_k@10,vsm_clean_k@10,brtracer_baseline_k@10,brtracer_clean_k@10,dreamloc_baseline_k@10,dreamloc_clean_k@10
388971,False,False,False,False,False,False,False,0,8,49,0,0,False,False,False,BUG,test,aspectj,False,False,True,True,False,False,True,True,True,False
384401,False,False,False,False,False,False,False,0,9,39,0,1,True,True,True,BUG,test,aspectj,False,True,True,True,False,False,True,True,True,True
387444,False,False,False,False,False,False,False,0,4,145,0,0,True,False,True,IMPROVEMENT,test,aspectj,False,,False,,False,,False,,True,
387718,True,False,False,False,False,True,False,0,7,23,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
386049,False,False,False,False,False,True,True,1,11,351,0,0,True,True,True,BUG,test,aspectj,False,False,False,False,False,False,False,False,True,True
384398,False,False,False,False,False,False,False,0,13,24,0,0,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,True,True
384189,False,False,False,False,False,False,False,0,5,51,0,0,False,False,False,RFE,test,aspectj,False,,False,,False,,False,,False,
382189,True,False,False,False,False,True,True,0,3,45,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
382723,True,False,False,False,False,True,True,0,22,369,2,11,True,True,True,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
376990,False,False,False,False,False,True,True,0,8,170,0,2,True,True,False,BUILD_SYSTEM,test,aspectj,True,,True,,False,,True,,True,
376351,True,False,False,False,False,True,False,0,6,108,0,1,True,True,True,BUILD_SYSTEM,test,aspectj,False,,False,,False,,False,,False,
376139,True,False,False,False,False,True,True,0,8,39,1,2,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
374964,False,False,False,False,False,True,True,0,6,128,0,1,False,False,False,IMPROVEMENT,test,aspectj,True,,True,,False,,True,,True,
374745,False,False,False,False,False,True,True,0,4,178,0,3,False,False,False,IMPROVEMENT,test,aspectj,True,,True,,False,,True,,True,
373195,False,False,False,False,False,True,True,0,8,124,0,0,True,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,False
371998,True,True,False,False,False,True,True,0,7,77,1,0,True,True,False,BUILD_SYSTEM,test,aspectj,True,,True,,False,,True,,False,
371684,False,False,False,False,False,True,False,0,8,61,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,False
362956,True,False,False,False,False,True,False,0,2,57,0,3,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,True,True
359332,True,False,False,False,False,True,True,1,8,62,0,6,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
354947,False,False,False,False,False,True,True,0,8,99,0,2,True,False,True,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
353457,True,False,False,False,False,False,False,0,10,53,0,1,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
354022,False,False,False,False,False,True,False,0,9,101,0,1,True,False,True,BUG,test,aspectj,False,False,True,True,False,False,True,True,True,True
340806,True,False,False,False,False,True,True,0,9,188,0,2,True,False,True,BUG,test,aspectj,True,True,True,True,True,True,True,True,False,False
353349,True,False,False,False,False,False,False,0,3,27,0,1,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
353100,False,False,True,False,False,True,True,0,11,91,1,0,False,False,False,IMPROVEMENT,test,aspectj,True,,True,,True,,True,,True,
352389,False,False,False,False,False,False,False,0,12,79,0,1,False,False,False,BUG,test,aspectj,False,False,True,True,False,False,False,False,True,False
350855,False,True,False,False,False,False,False,0,5,35,0,0,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,True
349764,False,False,False,False,False,True,True,0,8,97,1,0,False,False,False,IMPROVEMENT,test,aspectj,True,,True,,False,,True,,True,
349636,True,False,False,False,False,True,True,0,10,122,0,8,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,True,True,False,False
348979,False,False,False,False,False,True,False,0,5,138,0,0,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
348488,True,False,False,False,False,True,True,0,5,273,0,0,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,True,True,True,True
327134,False,True,False,False,False,True,True,0,8,76,0,10,True,False,False,BUILD_SYSTEM,test,aspectj,False,,False,,False,,False,,False,
339974,True,False,False,False,False,True,False,0,9,121,0,3,True,True,True,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
341446,True,True,False,False,False,False,False,0,5,135,0,0,False,False,False,BUILD_SYSTEM,test,aspectj,False,,False,,False,,False,,False,
340323,False,False,False,False,False,False,False,0,6,58,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
339300,False,False,True,False,False,False,False,0,10,217,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,False,True,True
336997,True,False,False,False,False,True,False,0,5,115,0,2,False,False,False,BUG,test,aspectj,False,False,True,True,False,False,True,True,False,False
282379,True,False,False,False,False,True,False,0,10,213,1,1,False,False,False,BUG,test,aspectj,True,True,False,False,True,True,True,True,False,False
324804,True,False,False,False,False,True,True,0,3,45,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
324190,True,False,False,False,False,True,True,0,10,140,1,3,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
318899,True,True,True,False,False,True,True,0,7,224,1,0,True,False,True,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,False
324135,True,False,False,False,False,True,True,0,3,41,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
320468,True,False,False,False,False,True,True,0,5,243,0,4,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,True,True,False,False
323634,True,False,False,False,False,False,False,0,3,15,0,0,False,False,False,BUG,test,aspectj,True,True,False,False,False,False,True,True,False,False
323417,True,False,False,False,False,True,True,0,6,61,0,0,False,False,False,BUG,test,aspectj,False,False,True,True,False,False,False,False,True,True
322039,False,False,True,False,False,False,False,0,7,71,0,0,True,False,True,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,True
322832,False,False,True,False,False,False,False,0,13,133,0,3,False,False,False,DESIGN_DEFECT,test,aspectj,True,,True,,False,,True,,True,
321641,True,False,False,False,False,True,True,0,13,292,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
318397,False,False,False,False,False,False,False,0,6,52,0,0,False,False,False,IMPROVEMENT,test,aspectj,True,,True,,False,,True,,True,
317743,False,False,False,False,False,False,False,0,6,77,1,1,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,False
317139,True,False,False,False,False,True,False,0,3,46,0,1,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
314766,True,False,False,False,False,False,False,0,8,17,0,1,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,True,True,False,False
314130,False,False,False,False,False,True,True,0,16,348,1,4,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,False,False,True,False
314365,False,False,True,False,False,False,False,2,9,176,0,7,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,False
311910,True,False,False,False,False,False,False,0,4,30,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,True
310144,True,False,False,False,False,True,True,0,3,37,0,3,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,False
310704,False,False,True,False,False,False,False,0,3,53,0,0,True,False,True,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
309402,False,False,False,False,False,True,False,0,3,75,1,2,True,False,False,IMPROVEMENT,test,aspectj,True,,True,,False,,True,,True,
308386,False,False,False,False,False,True,False,0,12,68,0,2,False,False,False,BUG,test,aspectj,True,True,False,False,False,False,False,False,True,True
291206,False,False,False,False,False,True,True,0,10,44,0,3,False,False,False,RFE,test,aspectj,False,,False,,False,,False,,False,
308093,False,False,False,False,False,True,False,0,10,108,0,0,False,False,False,BUILD_SYSTEM,test,aspectj,True,,True,,False,,True,,True,
305788,True,False,False,False,False,True,True,1,10,63,1,0,False,False,False,BUG,test,aspectj,False,False,True,True,False,False,True,True,True,False
298786,False,False,False,False,False,False,False,0,8,0,0,0,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,True,True,True,True
297013,False,False,True,False,False,False,False,0,4,75,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,False
120375,False,True,False,False,False,False,False,0,5,79,0,2,False,False,False,RFE,test,aspectj,True,,False,,False,,True,,True,
293457,True,False,False,False,False,True,False,0,5,72,0,1,True,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
293351,True,False,True,False,False,True,False,0,10,22,0,0,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
279298,False,False,False,False,False,True,False,0,4,161,0,1,False,False,False,BUILD_SYSTEM,test,aspectj,False,,False,,False,,False,,True,
289818,False,False,True,False,False,False,False,1,4,41,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,False
289816,False,False,True,False,False,False,False,1,5,58,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
288198,False,False,False,False,False,True,True,0,8,56,0,0,False,False,False,BUG,test,aspectj,False,False,True,True,True,True,True,True,False,False
288505,False,False,False,False,False,False,False,0,4,0,0,0,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
287315,True,False,False,False,False,False,False,0,4,20,0,0,False,False,False,BUG,test,aspectj,True,True,False,False,False,False,True,True,False,True
285172,False,False,False,False,False,True,False,0,14,127,0,0,False,False,False,BUG,test,aspectj,False,False,True,True,False,False,False,False,False,False
280783,True,False,True,False,False,True,True,0,6,268,0,5,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,False
279120,True,False,False,False,False,True,False,0,7,185,0,6,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,False
274986,False,False,True,False,False,True,True,0,5,92,0,5,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
274559,False,False,False,False,False,False,False,0,7,21,0,0,False,False,False,BUILD_SYSTEM,test,aspectj,False,,False,,False,,False,,False,
272591,False,False,False,False,False,False,False,0,6,52,0,0,False,False,False,BUILD_SYSTEM,test,aspectj,True,,True,,False,,True,,True,
269522,False,False,True,False,False,True,True,9,12,155,1,7,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,True,True
270033,False,False,False,False,False,True,False,0,9,83,0,0,False,False,False,IMPROVEMENT,test,aspectj,True,,True,,False,,True,,True,
269902,True,False,False,False,False,True,False,0,3,56,0,0,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,True,True,False,False
269912,False,False,False,False,False,False,False,0,14,38,0,1,False,False,False,IMPROVEMENT,test,aspectj,False,,True,,False,,True,,True,
269867,True,False,False,False,False,False,False,0,8,88,0,0,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,True,True,False,False
269840,False,False,False,False,False,False,False,0,14,31,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
269578,False,False,True,False,False,True,False,0,16,54,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
266996,True,False,False,False,False,True,False,0,2,344,0,5,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,True,True,False,False
266602,True,False,False,False,False,True,True,0,5,127,0,7,False,False,False,BUILD_SYSTEM,test,aspectj,False,,False,,False,,True,,True,
264869,False,False,False,False,False,False,False,0,14,72,0,0,True,False,True,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,False
264563,False,False,False,False,False,False,False,0,8,110,0,0,False,False,False,IMPROVEMENT,test,aspectj,False,,True,,True,,False,,True,
263837,False,False,False,False,False,False,False,0,5,21,0,1,False,False,False,BUG,test,aspectj,False,False,True,True,False,False,False,True,True,True
261808,False,False,True,False,False,True,True,0,5,100,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
260751,True,False,False,False,False,False,False,0,1,17,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,False
259528,False,False,True,False,False,True,False,0,13,35,0,0,False,False,False,BUILD_SYSTEM,test,aspectj,False,,False,,False,,False,,False,
251326,False,False,False,False,False,False,False,0,11,41,0,0,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
185447,True,False,False,False,False,True,False,0,6,81,2,0,False,False,False,BUG,test,aspectj,False,False,True,True,False,False,True,True,True,True
256400,False,False,False,False,False,True,False,0,12,31,0,0,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
249710,True,False,False,False,False,False,False,0,4,39,0,1,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
186884,True,True,False,False,False,True,True,0,11,3258,2,37,True,False,False,BUG,test,aspectj,True,True,False,False,False,False,True,True,True,True
192877,False,False,True,False,False,True,True,0,12,101,0,1,False,False,False,BUILD_SYSTEM,test,aspectj,True,,True,,False,,True,,True,
245734,True,False,False,False,False,True,True,0,6,300,0,1,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,True,True,False,False
246021,False,False,False,False,False,False,False,0,4,38,0,0,False,False,False,IMPROVEMENT,test,aspectj,False,,True,,False,,False,,False,
244321,False,False,True,False,False,True,False,0,8,222,5,0,True,True,True,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,False
216067,False,False,True,False,False,True,True,0,4,64,1,1,True,False,True,DOCUMENTATION,test,aspectj,True,,True,,True,,True,,False,
238666,False,False,False,False,False,False,False,0,14,159,0,0,False,False,False,RFE,test,aspectj,True,,True,,False,,True,,True,
229829,True,False,False,False,False,False,False,0,2,19,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
237962,True,False,True,False,False,True,False,0,9,258,0,0,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
203367,False,False,False,False,False,True,True,0,13,127,0,1,True,True,True,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
155347,True,False,False,False,False,False,False,0,8,75,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
227295,True,False,True,False,False,True,True,0,6,130,0,1,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
233497,True,False,False,False,False,True,False,0,4,202,0,5,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,True,True,True,True
232712,True,False,False,False,False,False,False,0,6,186,0,2,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,True,True
231467,True,False,False,False,False,True,False,0,8,580,0,11,False,False,False,BUILD_SYSTEM,test,aspectj,False,,False,,False,,False,,False,
209372,True,False,False,False,False,True,True,0,7,86,0,2,False,False,False,BUILD_SYSTEM,test,aspectj,False,,True,,False,,False,,True,
230817,False,False,True,False,False,True,False,0,2,786,0,1,True,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
228633,False,True,False,False,False,False,False,0,4,229,1,4,True,False,True,RFE,test,aspectj,True,,True,,False,,True,,False,
224962,False,False,False,False,False,True,False,0,5,83,0,3,True,False,False,BUG,test,aspectj,False,False,True,True,False,False,True,True,True,False
184447,True,False,False,False,False,True,True,0,1,72,0,1,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,False
163802,True,False,False,False,False,True,False,0,2,846,0,14,False,False,False,BUILD_SYSTEM,test,aspectj,False,,False,,False,,True,,True,
222987,True,False,True,False,False,False,False,0,4,136,0,1,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,True,True,True,True
222437,False,False,False,False,False,False,False,0,6,26,0,0,False,False,False,BUILD_SYSTEM,test,aspectj,True,,True,,False,,True,,True,
193348,True,False,False,False,False,True,False,0,5,65,0,1,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
220686,False,True,False,False,False,True,True,0,4,57,1,1,False,False,False,BUG,test,aspectj,False,False,True,True,False,False,True,True,True,True
219830,True,False,False,False,False,False,False,0,6,463,0,32,True,False,True,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
220430,False,False,False,False,False,False,False,0,8,143,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,False
220172,True,False,False,False,False,True,False,0,4,103,0,2,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
210848,False,False,True,False,False,False,False,0,4,44,0,0,False,False,False,DOCUMENTATION,test,aspectj,True,,True,,True,,True,,False,
203384,False,False,False,False,False,False,False,0,8,47,0,4,False,False,False,RFE,test,aspectj,True,,True,,False,,True,,False,
211674,False,False,False,False,False,True,False,0,11,161,0,6,True,False,True,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
206732,False,False,True,False,False,True,False,0,14,379,1,1,True,True,True,BUG,test,aspectj,False,False,True,True,False,False,False,False,False,True
175039,True,False,True,False,False,False,True,0,7,133,0,6,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,True,True
171667,True,False,False,False,False,False,False,0,12,38,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
170102,False,False,False,False,False,True,False,0,8,47,0,0,False,False,False,RFE,test,aspectj,True,,True,,False,,True,,True,
165148,False,False,False,False,False,True,False,0,9,99,0,0,False,False,False,IMPROVEMENT,test,aspectj,True,,True,,False,,True,,True,
164288,False,False,False,False,False,False,False,0,11,228,0,0,False,False,False,BUILD_SYSTEM,test,aspectj,True,,True,,False,,True,,True,
161502,False,False,False,False,False,True,True,0,9,170,0,11,True,True,True,BUG,test,aspectj,True,True,True,True,True,True,True,True,True,True
149908,True,False,False,False,False,False,False,0,3,193,0,3,True,False,True,BUG,test,aspectj,True,True,False,False,False,False,True,True,False,True
160496,False,False,False,False,False,False,False,0,9,46,0,0,False,False,False,REFACTORING,test,aspectj,True,,False,,False,,True,,True,
161217,True,False,False,False,False,False,False,0,3,224,0,1,True,True,True,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,False
149293,True,False,False,False,False,True,False,0,6,70,0,1,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
160167,True,False,False,False,False,True,False,0,9,253,0,7,True,False,True,BUG,test,aspectj,True,True,False,False,False,False,True,True,True,True
159896,False,False,False,False,False,False,False,0,11,23,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,False
159143,False,False,False,False,False,False,False,0,9,38,0,0,True,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
156904,False,False,False,False,False,False,False,0,12,89,0,0,True,True,True,BUG,test,aspectj,False,False,False,False,False,False,False,False,True,True
152366,False,False,False,False,False,False,False,0,8,61,0,0,False,False,False,IMPROVEMENT,test,aspectj,False,,False,,False,,False,,True,
158573,False,False,False,False,False,True,False,0,10,100,0,0,True,True,True,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
158624,True,False,False,False,False,True,False,0,5,2115,2,56,True,True,True,BUILD_SYSTEM,test,aspectj,False,,False,,False,,True,,True,
148908,False,False,True,False,False,False,False,0,10,70,0,1,True,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
158412,True,False,False,False,False,True,False,0,7,69,0,1,False,False,False,BUG,test,aspectj,False,False,True,True,False,False,False,False,False,False
153845,True,False,False,False,False,True,False,0,7,71,0,1,True,False,True,BUG,test,aspectj,False,False,False,False,False,False,False,False,True,False
155972,False,False,False,False,False,False,False,0,3,32,0,0,True,False,False,BUG,test,aspectj,False,False,True,True,True,True,False,False,True,False
155238,False,False,False,False,False,False,False,0,6,48,0,1,False,False,False,IMPROVEMENT,test,aspectj,True,,True,,False,,True,,True,
155148,True,False,False,False,False,False,False,0,5,362,2,37,False,False,False,BUG,test,aspectj,True,True,False,False,False,False,True,True,False,False
155213,False,False,False,False,False,False,False,0,11,91,0,3,False,False,False,IMPROVEMENT,test,aspectj,False,,True,,True,,False,,False,
129525,False,False,False,False,False,False,False,0,7,44,0,0,False,False,False,IMPROVEMENT,test,aspectj,True,,True,,False,,True,,True,
150271,False,False,False,False,False,False,False,0,6,84,0,4,False,False,False,RFE,test,aspectj,True,,True,,True,,True,,True,
149560,False,False,False,False,False,False,False,0,8,160,0,0,True,False,False,BUG,test,aspectj,False,False,True,True,False,False,False,False,True,False
154332,False,False,False,False,False,True,False,0,8,95,0,1,True,True,True,BUG,test,aspectj,False,False,True,True,False,False,False,False,False,False
153535,False,False,True,False,False,True,False,0,10,506,0,7,True,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
148219,False,False,False,False,False,False,False,0,4,46,0,0,True,False,True,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
152161,False,False,False,False,False,False,False,0,7,43,0,0,False,False,False,RFE,test,aspectj,True,,True,,False,,True,,True,
152388,True,False,True,False,False,True,False,0,3,187,1,0,True,False,True,BUG,test,aspectj,True,True,False,False,False,False,True,True,False,False
152979,False,False,False,False,False,True,False,0,9,325,0,0,False,False,False,IMPROVEMENT,test,aspectj,True,,True,,False,,True,,False,
152873,False,True,True,False,False,False,False,0,4,131,0,0,False,False,False,IMPROVEMENT,test,aspectj,True,,True,,False,,True,,False,
152835,True,False,False,False,False,True,False,0,3,40,0,1,False,False,False,BUG,test,aspectj,True,True,False,False,False,False,True,True,True,True
152631,True,False,False,False,False,True,False,0,8,567,0,1,True,True,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,True
151991,True,False,False,False,False,True,False,0,6,137,0,0,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,False
152589,False,False,False,False,False,True,False,0,8,295,0,1,True,True,True,BUG,test,aspectj,True,True,True,True,True,True,True,True,True,True
151938,False,False,False,False,False,False,False,0,6,155,0,0,False,False,False,IMPROVEMENT,test,aspectj,True,,False,,False,,True,,False,
151978,False,False,False,False,False,False,False,0,6,73,0,0,True,True,True,BUILD_SYSTEM,test,aspectj,False,,False,,False,,False,,False,
151673,False,False,False,False,False,False,False,0,13,272,0,3,True,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,True,True
151845,False,False,False,False,False,True,False,0,3,83,1,0,False,False,False,BUILD_SYSTEM,test,aspectj,False,,True,,False,,True,,False,
151182,True,False,False,False,False,False,False,0,5,168,0,4,False,False,False,BUG,test,aspectj,True,True,True,True,False,False,True,True,False,False
150671,False,False,True,False,False,False,True,0,10,108,0,2,True,True,True,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
148409,True,False,True,False,False,False,False,0,4,219,0,8,True,False,True,BUG,test,aspectj,True,True,True,True,True,True,True,True,True,True
148693,False,False,False,False,False,False,False,0,6,848,0,20,True,True,True,BUG,test,aspectj,True,True,False,False,False,False,False,False,False,False
148737,True,False,False,False,False,False,False,0,4,97,0,0,False,False,False,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
148972,False,False,False,False,False,False,False,0,9,91,1,0,False,False,False,BUG,test,aspectj,False,False,True,True,False,False,True,True,True,True
148727,False,False,False,False,False,False,False,0,10,125,0,1,True,True,True,BUG,test,aspectj,False,False,False,False,False,False,False,False,False,False
148911,True,False,True,False,False,True,True,0,3,133,0,5,False,False,False,BUG,test,aspectj,False,True,False,False,False,False,True,True,False,False
148388,False,True,True,False,False,False,False,0,9,43,0,0,False,False,False,BUG,test,aspectj,False,False,True,True,False,False,False,False,True,True
148786,True,False,False,False,False,False,False,0,11,78,0,0,True,True,True,BUG,test,aspectj,True,True,True,True,True,True,True,True,True,True
147711,False,False,False,False,False,False,False,0,10,123,0,3,False,False,False,RFE,test,aspectj,False,,True,,False,,False,,False,
148007,False,False,True,False,False,False,True,0,12,305,1,0,True,True,True,BUG,test,aspectj,False,False,False,False,False,False,False,True,True,True
147801,False,False,False,False,False,False,False,0,4,213,0,3,False,False,False,BUG,test,aspectj,False,False,True,True,False,False,False,False,True,True
147845,False,False,True,False,False,True,False,0,15,68,0,0,False,False,False,BUILD_SYSTEM,test,aspectj,False,,False,,False,,False,,False,
136707,False,False,True,False,False,True,False,0,6,25,0,0,False,False,False,IMPROVEMENT,test,aspectj,True,,True,,True,,True,,True,
